,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,minsize,spike_x,label_reference,index
0,520,316,8.232193208287361,0.06742675003064852,8.23320255026974,63.098283660783665,2.415399705738107,29.337304542069994,1,clustcr,2,4,gliph,
1,159,85,3.806546524457521,0.06742675003064852,3.8070132417851887,59.818286186210706,1.1280039234919077,29.62962962962963,1,clustcr,3,4,gliph,1.0
2,554,359,8.693519710624733,0.06130831953896144,8.683387502299626,61.90913128187496,2.379346293003005,27.401129943502823,2,clustcr,2,4,gliph,
3,153,81,3.7765924836000244,0.06130831953896144,3.765254185319188,59.13502438012243,1.1038204452075795,29.315960912052116,2,clustcr,3,4,gliph,2.0
4,543,340,8.452862572024028,0.06742675003064852,8.44215560051499,62.85340912412737,2.5749494206363805,30.501089324618736,3,clustcr,2,4,gliph,
5,160,88,3.757508888071595,0.06742675003064852,3.745938323830544,60.49625721500721,1.275213046410398,34.04255319148936,3,clustcr,3,4,gliph,3.0
6,576,374,8.992276572269217,0.07355645457888929,8.992827806044259,61.76979993386244,2.556243486789677,28.425357873210633,4,clustcr,2,4,gliph,
7,161,90,3.9046217972293737,0.07355645457888929,3.904861153681113,59.80996746524696,1.2811867835468644,32.810047095761384,4,clustcr,3,4,gliph,4.0
8,546,351,8.629566070115224,0.06741848492277519,8.630095004596997,61.81778538921397,2.457860864235366,28.480113636363637,5,clustcr,2,4,gliph,
9,168,96,3.9960774699681294,0.06741848492277519,3.996322402696905,58.34827870542157,1.2197364388599448,30.521472392638035,5,clustcr,3,4,gliph,5.0
10,533,332,8.416084344734584,0.06742675003064852,8.410985777341834,62.6007055275348,2.268268759195684,26.96793002915452,6,clustcr,2,4,gliph,
11,154,76,3.7697682971680764,0.06742675003064852,3.7641000490436487,60.81932497516913,1.0299166257969592,27.36156351791531,6,clustcr,3,4,gliph,6.0
12,537,340,8.452344468280723,0.06129328838492185,8.446732867475788,62.557935030002064,2.3476768419762166,27.793904208998548,7,clustcr,2,4,gliph,
13,147,75,3.671467974256819,0.06129328838492185,3.6655633198479833,60.84089191232047,1.0849577050386172,29.598662207357858,7,clustcr,3,4,gliph,7.0
14,574,370,9.00398406374502,0.06129328838492185,9.005087966652363,61.67392566782811,2.464292282228897,27.36555479918312,8,clustcr,2,4,gliph,
15,168,97,4.0269690468893655,0.06129328838492185,4.027462759762153,57.147817460317455,1.1156746153374608,27.701674277016743,8,clustcr,3,4,gliph,8.0
16,556,357,8.717508582638548,0.0674350171652771,8.717508582638548,62.30185981085262,2.415399705738107,27.70745428973277,9,clustcr,2,4,gliph,
17,150,74,3.739578224619912,0.0674350171652771,3.739578224619912,61.59889369889368,1.1647866601275134,31.147540983606557,9,clustcr,3,4,gliph,9.0
18,521,319,8.276623137759794,0.07356998344675372,8.276623137759794,62.96019559455261,2.3603703022500153,28.51851851851852,10,clustcr,2,4,gliph,
19,148,76,3.7030225001532706,0.07356998344675372,3.7030225001532706,60.150418275418275,1.072895591931825,28.973509933774835,10,clustcr,3,4,gliph,10.0
